# wubi phrase dictionary (converted from rime)
# format: phrase	code	freq
燕子	akbb	9571952
共患难	akcw	537181
勤奋	akdl	12014588
莒县	akeg	474625
或用	aket	10723764
燕赵	akfh	4517882
或者	akft	362423529
勤于	akgf	1817082
勤王	akgg	406112
勤政	akgh	1618494
燕麦	akgt	1171670
叵测	akim	540160
苦口婆心	akin	1390117
勤学	akip	1578776
或是	akjg	74172705
或曰	akjh	798324
切中时弊	akji	98599
落叶归根	akjs	285967
颧骨	akme	845985
或则	akmj	619595
燕山	akmm	6732141
觐见	akmq	364409
勤快	aknn	2462494
燕窝	akpw	1757505
或然	akqd	198588
燕尔	akqi	600729
勤勉	akqk	2432705
东跑西颠	aksf	129082
切中要害	aksp	177736
落叶松	aksw	276037
惑乱	aktd	314762
勤务	akte	511364
或缺	aktf	7844235
匮乏	aktp	4150494
或称	aktq	2005741
莴笋	aktv	634489
匮竭	akuj	8062
燕巢	akvj	437887
勤恳	akvn	907548
七嘴八舌	akwt	10425882
勤俭	akww	5113647
恐吓信	akwy	515336
勤练	akxa	254192
苦口良药	akya	122131
燕京	akyi	1876658
或许	akyt	49448470
莲藕	alaf	922442
菌落	alai	569948
茵茵	alal	776480
莲蓬	alat	766550
莲花	alaw	16681411
莲子	albb	2025600
匣子	albb	1122023
苗子	albb	844992
世界卫生组织	albx	4071058
艾略特	alcf	1122023
莲台	alck	408098
世界观	alcm	4905129
世界大战	aldh	6712282
苗期	aldw	1141882
菌素	algx	844992
世界上	alhh	72385411
萝卜	alhh	10326588
莲池	alib	745698
苗圃	alls	4637035
苗情	alng	281002
世界性	alnt	3028470
莲心	alny	326677
菌类	alod	981025
英国广播公司	alon	690094
苗床	alos	511364
莲座	alow	197595
苗寨	alpa	484555
苦思冥想	alps	493491
蔑视	alpy	5441317
世界贸易中心	alqn	698037
世界锦标赛	alqp	531223
花团锦簇	alqt	857901
世界贸易组织	alqx	2591576
世界杯	alsd	48554823
苗木	alss	10425882
菌株	alst	646404
薯片	alth	1122023
茴香	altj	1429835
菌种	altk	1261035
蔑称	altq	301854
苗条	alts	4646964
薯条	alts	1856800
苗头	alud	2373129
世界级	alxb	5917929
菌丝	alxx	454767
苗裔	alye	184687
世界语	alyg	840028
莆田市	alym	2700800
苗族	alyt	3455435
英式	amaa	2085176
黄莲	amal	367388
黄莺	amap	650376
黄芪	amaq	1330541
黄花	amaw	9264141
黄芩	amaw	541152
茼蒿	amay	434908
贡院	ambp	425971
英勇	amce	5818635
黄碟	amda	317741
英雄	amdc	95719529
黄历	amde	1876658
黄石	amdg	5848423
花岗石	amdg	1082305
黄页	amdm	86683764
贡奉	amdw	67420
英磅	amdy	424978
黄毛	amet	1151811
匝地	amfb	265115
英魂	amfc	372352
黄土	amff	4130635
英寸	amfg	22241882
英超	amfh	11319529
贡献	amfm	94825882
黄埔	amfs	10823058
英才	amft	111209411
黄壤	amfy	80328
英武	amga	1290823
东山再起	amgf	1668141
黄豆	amgk	3157552
黄鹂	amgm	552075
英烈	amgq	1122023
黄赌毒	amgx	368381
黄斑	amgy	474625
共同点	amhk	2591576
节骨眼	amhv	599736
英汉	amic	6255529
黄源	amid	119152
英法	amif	1648282
黄沙	amii	2988752
黄油	amim	1539058
黄汤	amin	323698
黄河	amis	16880000
黄浦	amis	7357694
黄酒	amis	3703670
黄海	amit	2641223
黄雀	amiw	581863
黄蜡	amja	292917
英明	amje	6513694
英里	amjf	3584517
黄易	amjq	1489411
黄果	amjs	310790
黄蜂	amjt	1251105
黄叶	amkf	2114964
英中	amkh	798324
贡品	amkk	753642
黄黑	amlf	821162
英国	amlg	103265882
英甲	amlh	358451
黄连	amlp	1320611
花岗岩	ammd	2224188
黄巾	ammh	1151811
黄山	ammm	14397647
黄冈	ammr	3445505
共同性	amnt	402141
英尺	amny	4100847
黄精	amog	293910
牙周炎	amoo	273058
黄灯	amos	716903
黄麻	amos	422992
匝数	amov	127096
黄米	amoy	211496
英军	ampl	2085176
黄袍	ampu	320720
黄鹤	ampw	3624235
共同社	ampy	1042588
黄昏	amqa	27802352
黄色	amqc	79931764
黄鳝	amqg	835063
黄鱼	amqg	710945
英名	amqk	2412847
黄铜	amqm	1519200
黄金	amqq	123124705
英镑	amqy	8171905
黄瓜	amrc	6106588
英皇	amrg	2740517
黄泉	amri	3326352
黄白	amrr	813218
英气	amrt	1181600
英挺	amrt	650376
英模	amsa	366395
黄酮	amsg	1191529
黄杨	amsn	3663952
英杰	amso	3495152
黄柏	amsr	600729
黄梅	amst	1757505
功败垂成	amtd	362423
黄牛	amtg	3117835
英年	amtg	1678070
英制	amtg	866837
黄牌	amth	3882400
黄种	amtk	792367
贡税	amtu	18667
英美	amug	9859905
黄疸	amuj	1539058
英姿	amuq	3912188
黄道	amut	1002870
黄羊	amuy	379303
黄巢	amvj	162842
雅典娜	amvn	3296564
英灵	amvo	606687
英俊	amwc	12610352
共同体	amws	6612988
英伦	amww	4527811
英华	amwx	2780235
贡缎	amxt	102272
黄绿	amxv	1737647
英译	amyc	1161741
苦肉计	amyf	455760
共同市场	amyf	330649
英语	amyg	164828235
英亩	amyl	614630
英豪	amyp	3624235
黄州	amyt	743712
黄帝	amyu	2442635
英文	amyy	177736470
蔬菜	anae	70300235
巨著	anaf	1717788
蔚蓝	anaj	10425882
艺苑	anaq	4041270
巨匠	anar	4607247
巨子	anbb	1370258
世卫	anbg	1231247
散发出	anbm	5163294
苦心孤诣	anby	237312
艺能	ance	1092235
巨骗	ancg	110216
翘尾巴	ancn	197595
巨大	andd	98003294
巨石	andg	4120705
恐惧感	andg	1290823
世面	andl	1558917
蔚成	andn	164828
世故	andt	1777364
世袭	andx	1141882
世态	andy	1370258
燕尾服	aneb	585835
牙买加	anek	1479482
巨款	anff	2224188
艺坛	anff	606687
苦尽甘来	anfg	554061
世嘉	anfk	1409976
巨雷	anfl	200574
巨献	anfm	1668141
巨型	anga	6007294
世事	angk	7049882
世上	anhh	30185411
黄飞鸿	ania	2144752
戈壁滩	anic	397176
巨浪	aniy	2253976
巨量	anjg	1618494
草履虫	anjh	262136
蔬果	anjs	3524941
巨星	anjt	14298352
艺品	ankk	872795
艺员	ankm	626545
巨响	ankt	3961835
慕尼黑	anlf	11220235
世界	anlw	942301176
巨幅	anmh	1846870
世情	anng	1161741
巨擘	annk	975068
警惕性	annt	805275
苯乙烯	anor	2353270
世家	anpg	18965176
巨富	anpg	1042588
巨额	anpt	12610352
蔚然	anqd	416042
巨蟹	anqe	2720658
匠心独运	anqf	545124
巨鲸	anqg	1251105
匠心独具	anqh	385261
艺名	anqk	872795
劳改犯	anqt	157877
忒煞	anqv	53420
世贸	anqy	8360564
巨手	anrt	2462494
巨树	ansc	71193
世相	ansh	2244047
巨贾	ansm	341571
藏书楼	anso	823148
艺校	ansu	848964
艺术	ansy	200574117
世务	ante	142983
世行	antg	1509270
巨制	antg	750663
芯片	anth	36242352
鞭辟入里	antj	145962
世系	antx	440865
巨痛	anuc	887689
巨头	anud	17078588
世间	anuj	21050352
巨资	anuq	6563341
世交	anur	313769
世尊	anus	836056
世道	anut	3793035
七情六欲	anuw	1310682
著书立说	anuy	358451
艺妓	anvf	1787294
世代	anwa	38029647
世传	anwf	328663
苍翠欲滴	anwi	62654
劳民伤财	anwm	631510
巨像	anwq	772508
世风	anwr	829105
巨作	anwt	2452564
世仇	anwv	424978
巨人	anww	19362352
艺人	anww	17376470
世人	anww	17277176
世俗	anww	7973317
蔬食	anwy	267101
苦心经营	anxa	416042
巨细	anxl	951237
世纪	anxn	164828235
蔚为	anye	900597
攻心为上	anyh	323698
巨变	anyo	5123576
巨商	anyu	4498023
恐怖主义	anyy	3495152
艺文	anyy	2194400
工业区	aoar	14397647
蘑菇	aoav	7605929
工业革命	aoaw	1102164
卧床不起	aodf	389232
萎靡不振	aodr	828112
营业厅	aods	3872470
萨摩亚	aogo	951237
菜籽油	aoim	728818
黄庭坚	aojc	425971
萤火虫	aojh	3743388
工业品	aokk	2849741
营业员	aokm	7556282
工业园	aolf	9343576
工业国	aolg	414056
工业界	aolw	547110
工业局	aonn	1201458
黄灿灿	aoom	516329
蔗糖	aooo	1280894
惹火烧身	aoot	143976
芝麻官	aopn	1360329
营业额	aopt	13305411
营业所	aorn	548103
薪火相传	aosw	351501
营业税	aotu	7258400
敬业乐群	aotv	83009
营业部	aouk	8191764
工业部	aouk	1678070
蓝精灵	aovo	1598635
工业化	aowx	10723764
藕断丝连	aoxl	363416
劳工	apaa	4428517
劳苦	apad	1449694
荤菜	apae	525265
蒙蔽	apai	4954776
荧幕	apaj	1201458
荧惑	apak	258164
蒙蒙	apap	3902258
荣获	apaq	16681411
营区	apar	740734
蒙药	apax	226390
工农联盟	apbj	243270
营垒	apcc	308804
蒙特	apcf	4090917
蒙骗	apcg	1231247
蒙难	apcw	285967
荣辱	apdf	8281129
蒙古	apdg	12411764
蓝宝石	apdg	3405788
蒙面	apdl	5590258
荣成	apdn	2214258
劳碌	apdv	783430
花容月貌	apee	477604
荤腥	apej	385261
劳驾	apek	934357
劳力	apen	6811576
蒙受	apep	3852611
营办	apew	58087
营地	apfb	4944847
劳动	apfc	71293176
蓉城	apfd	1688000
劳教	apft	3961835
荣幸	apfu	6702352
劳顿	apgb	901590
茅塞顿开	apgg	607680
营救	apgi	7605929
东窗事发	apgn	566969
蒙眬	aphd	83009
蒙上	aphh	3485223
蒙眼	aphv	345543
蒙尘	apif	381289
荣誉	apig	87378823
荣耀	apig	20653176
荧光	apig	6742070
蒙混	apij	1151811
蒙昧	apjf	612644
劳师	apjg	166814
荣归	apjv	829105
营员	apkm	286960
蒙恩	apld	515336
蒙田	apll	364409
劳累	aplx	5580329
营帐	apmh	549096
攻守同盟	apmj	169792
蒙山	apmm	1221317
营收	apnh	2323482
警察局	apnn	4269647
劳改	apnt	844000
荧屏	apnu	3713600
劳心	apny	863858
劳烦	apod	1161741
营业	apoh	63051764
工农业	apoh	1856800
萤火	apoo	4716470
营火	apoo	240291
芝麻	apos	11418823
荣膺	apow	1688000
营寨	appa	391218
劳军	appl	287952
蒙冤	appq	394197
劳神	appy	502428
黄褐色	apqc	870809
营销	apqi	126103529
劳逸	apqk	1072376
工字钢	apqm	740734
劳损	aprk	698037
莹白	aprr	327670
劳拉	apru	1251105
工农兵	aprw	503421
劳模	apsa	2114964
蒙顶	apsd	285967
莺歌	apsk	535195
黄鹤楼	apso	1360329
蒙板	apsr	343557
切实可行	apst	3068188
荣格	apst	156884
切割机	apsw	1995811
营长	apta	1896517
荣升	apta	1429835
营私	aptc	420014
劳务	apte	13702588
营造	aptf	27901647
营生	aptg	511364
营利	aptj	5381741
七窍生烟	apto	319727
劳乏	aptp	82414
营盘	aptu	675200
劳役	aptw	588814
芝兰	apud	421007
营养	apug	47264000
黄宗羲	apug	579877
营部	apuk	250221
蒙羞	apun	1052517
劳资	apuq	2849741
荣立	apuu	489520
营建	apvg	1231247
欧安会	apwf	9701
荣登	apwg	1588705
劳保	apwk	3425647
劳作	apwt	2442635
蒙人	apww	717896
荣华	apwx	3435576
蒙住	apwy	1558917
萦绕	apxa	3872470
蒙语	apyg	576898
薛定谔	apyk	288945
营房	apyn	1002870
蒙族	apyt	293910
营商	apyu	852936
劳方	apyy	108230
警戒	aqaa	12709647
警匪	aqah	2899388
或多或少	aqai	5481035
警世	aqan	2442635
荷尔蒙	aqap	2353270
葡萄	aqaq	21944000
菊花	aqaw	10425882
芍药	aqax	1151811
荀子	aqbb	861872
获取	aqbc	55902588
警卫	aqbg	6573270
警队	aqbw	985990
匹马	aqcg	3038400
戈尔巴乔夫	aqcg	405120
葱郁	aqde	1221317
警犬	aqdg	851943
慕名而来	aqdg	783430
莫名其妙	aqdv	19362352
蔚然成风	aqdw	759600
敬奉	aqdw	329656
警服	aqeb	1131952
苟且	aqeg	1330541
敬贺	aqek	54214
警力	aqen	4646964
敬爱	aqep	2095105
获胜	aqet	7814447
荡然无存	aqfd	2045458
擎起	aqfh	249228
警示	aqfi	18766588
敬献	aqfm	720875
敬老	aqft	4964705
雅尔塔会议	aqfy	81222
获致	aqgc	128089
擎天	aqgd	2641223
匹夫	aqgg	1916376
获救	aqgi	2224188
花鸟画	aqgl	484555
萨尔瓦多	aqgq	1052517
敬上	aqhh	1737647
蒸馏水	aqii	2234117
警觉	aqip	8221552
敬酒	aqis	1737647
苟活	aqit	547110
花鸟虫鱼	aqjq	327670
黄金时代	aqjw	2085176
警员	aqkm	1966023
警署	aqlf	840028
警车	aqlg	4557600
敬畏	aqlg	3832752
获罪	aqlh	432922
警界	aqlw	1817082
黄金周	aqmf	17674352
苟同	aqmg	1836941
花名册	aqmm	1211388
获赠	aqmu	7099529
警民	aqna	1400047
警司	aqng	785416
荷包蛋	aqnh	697044
警惕	aqnj	27703058
警局	aqnn	2293694
葱翠	aqny	216461
东印度	aqoa	248235
敬业	aqoh	10723764
敬烟	aqol	117167
巨蟹座	aqow	3773176
苞米	aqoy	160856
世锦赛	aqpa	4924988
警官	aqpn	7774729
芡实	aqpu	615623
苟安	aqpv	85889
警察	aqpw	118160000
敬礼	aqpy	3654023
花鸟鱼虫	aqqj	2214258
警钟	aqqk	5381741
警句	aqqk	2283764
警报	aqrb	7913741
敬拜	aqrd	1161741
警探	aqrp	980032
警械	aqsa	520301
匹配	aqsg	25220705
警醒	aqsg	1926305
世外桃源	aqsi	7049882
警棍	aqsj	713924
警校	aqsu	718889
匹敌	aqtd	3187341
获知	aqtd	2730588
警务	aqte	4488094
警告	aqtf	53420235
敬告	aqtf	3693741
敬重	aqtg	2879529
苟延	aqth	94428
获得	aqtj	207524705
获利	aqtj	11617411
警种	aqtk	1300752
警备	aqtl	1578776
警笛	aqtm	1002870
获悉	aqto	39121882
获释	aqto	2392988
警衔	aqtq	373345
节外生枝	aqts	502428
菊科	aqtu	488527
葱头	aqud	685129
敬意	aquj	11220235
获奖	aquq	22241882
获准	aquw	9184705
获益	aquw	3604376
蓟门	aquy	628531
苟合	aqwg	299868
黄金分割	aqwp	826127
敬仰	aqwq	2988752
警风	aqwr	134047
敬佩	aqww	5520752
匿名信	aqwy	387247
葱绿	aqxv	605694
劳逸结合	aqxw	783430
世贸组织	aqxx	3475294
敬请	aqyg	35646588
警讯	aqyn	979040
黄昏恋	aqyo	189651
警亭	aqyp	22539
警方	aqyy	30384000
欧式	araa	4488094
芹菜	arae	7526494
区划	araj	5461176
区区	arar	6066870
欧陆	arbg	2780235
欧阳	arbj	10326588
莫扎特	arcf	2075247
区码	ardc	716903
区县	areg	2015670
区域	arfa	130075294
区块	arfn	1489411
欧元	arfq	13603294
艾青	arge	225397
欧亚	argo	4547670
散兵游勇	aric	137025
艾滋	ariu	3892329
欧洲	ariy	35348705
欧盟	arje	18170823
区别	arke	55108235
区号	arkg	14000470
散热器	arkk	16284235
警报器	arkk	709952
荡气回肠	arle	1082305
欧罗	arlq	255185
区内	armw	18667294
区属	arnt	803289
匠心	arny	1519200
世乒赛	arpa	1032658
黄泉之下	arpg	53122
欧氏	arqa	136032
区外	arqh	2204329
萨拉热窝	arrp	298875
殴打	arrs	7337835
匠气	arrt	116174
颐指气使	arrw	399162
菩提树	arsc	1131952
东拉西扯	arsr	701016
东拼西凑	arsu	445830
区长	arta	5858352
散热片	arth	1350400
区段	arth	1131952
蓄势待发	artn	4051200
区委	artv	5530682
殴斗	aruf	356465
欧美	arug	81917647
黄热病	arug	125110
区间	aruj	12411764
苛捐杂税	arvt	460724
欧姆	arvx	3008611
七扭八歪	arwd	71293
七手八脚	arwe	567962
殴伤	arwt	81619
区位	arwu	3961835
区分	arwv	40809882
艾伦	arww	2055388
匠人	arww	1112094
欧化	arwx	330649
艾绒	arxa	55008
区级	arxb	1628423
区市	arym	8579011
欧文	aryy	3753317
艺术节	asab	4150494
茜草	asaj	332635
莺歌燕舞	asat	339585
苦丁茶	asaw	688108
黄梅戏	asca	923435
花样百出	asdb	1052517
雅格布逊	asdb	429
草木灰	asdo	463703
雅格布森	asds	9452
芒刺在背	asdu	214475
苯基	asdw	904569
苯胺	asep	1201458
东西南北	asfu	2124894
苯环	asgd	273058
苛政	asgh	501435
苛求	asgi	2452564
苛责	asgm	405120
蒲松龄	ashw	411077
花样游泳	asii	303840
艺术学	asip	1588705
艺术照	asjv	1161741
艺术品	askk	14794823
艺术团	aslf	2363200
莆田	asll	6096658
艺术界	aslw	1409976
苍松翠柏	asns	283981
艺术性	asnt	2273835
艺术家	aspg	14099764
荷枪实弹	aspx	375331
莫可究诘	aspy	3306
艺术馆	asqn	1777364
莫可名状	asqu	137025
苛捐	asrk	27008
花枝招展	asrn	1151811
苏格拉底	asro	1092235
莫可指数	asro	177
草本植物	assc	1072376
苯酚	assg	1608564
东西向	astm	1270964
花样翻新	astu	603708
英格兰	asud	9442870
苏格兰	asud	5749129
艺术美	asug	408098
东西部	asuk	1966023
茂林修竹	aswt	78740
工本费	asxj	1191529
草木皆兵	asxr	968117
苛刻	asyn	5371811
东西方	asyy	2234117
鞭长莫及	atab	380296
蕃茄	atae	4319294
茱萸	atae	349515
蓬莱	atag	9025835
蕃薯	atal	9204564
萎黄	atam	382282
苏黎世	atan	1141882
警备区	atar	347529
蓬蓬	atat	830098
医药	atax	183694117
菜篮子	atbb	1529129
攻取	atbc	795345
医院	atbp	116174117
攻陷	atbq	1449694
攻防	atby	9353505
医圣	atcf	3743388
攻破	atdb	6037082
医大	atdd	2551858
攻克	atdq	9343576
雅各布森	atds	59973
尧斯	atdw	14596
尧舜	atep	679171
医用	atet	8201694
蓝筹股	atew	2770305
攻城	atfd	4418588
医士	atfg	205538
翘起	atfh	1697929
功德无量	atfj	635482
蓬勃	atfp	10624470
获得者	atft	4567529
攻击	atgb	116174117
攻下	atgh	2025600
医理	atgj	279016
董事	atgk	38724705
苟延残喘	atgk	759600
工笔画	atgl	314762
荞麦	atgt	1151811
攻占	athk	2829882
鸦片战争	athq	1320611
医治	atic	8251341
花生油	atim	1479482
医学	atip	116174117
工程学	atip	2730588
共和党	atip	1975952
菲利浦	atis	967124
攻坚	atjc	2790164
工程师	atjg	23433411
医师	atjg	15986352
英年早逝	atjr	1122023
划等号	atkg	199581
医患	atkk	2810023
勤务员	atkm	173764
医嘱	atkn	3197270
颐和园	atlf	1995811
共和国	atlg	150927058
功德圆满	atli	409091
攻略	atlt	109223529
医界	atlw	1737647
孽情	atng	103265
医书	atnn	492498
营利性	atnt	2244047
鞠躬尽瘁	atnu	952230
攻心	atny	1777364
芳香烃	atoc	281995
萎靡	atos	3971764
蓖麻	atos	401148
花生米	atoy	1588705
攻守	atpf	2323482
医务室	atpg	1270964
菲律宾	atpr	20553882
藏身之处	atpt	682150
薄利多销	atqq	1390117
花香鸟语	atqy	159863
工程技术人员	atrk	3912188
医务所	atrn	111209
攻打	atrs	6702352
攻势	atrv	3068188
工程兵	atrw	591792
医护	atry	8747811
东躲西藏	atsa	621581
花街柳巷	atsa	110216
戒备森严	atsg	631510
翘楚	atss	985990
孽根	atsv	38128
蓬松	atsw	1390117
医术	atsy	2134823
蓬乱	attd	592785
医务	atte	11220235
医德	attf	1201458
医生	attg	59377882
共和制	attg	562997
工程处	atth	664277
营私舞弊	atti	467675
草稿箱	atts	191637
医科	attu	12610352
切身利益	attu	3693741
工程系	attx	5351952
攻入	atty	2720658
医疗	atub	125110588
攻关	atud	6533552
医病	atug	329656
工程部	atuk	2740517
花生酱	atuq	375331
翘首	atut	1846870
巧舌如簧	atvt	296889
攻伐	atwa	297882
革委会	atwf	427957
医保	atwk	4051200
薰风	atwr	142983
苦行僧	atwu	551082
黄种人	atww	646404
芯片组	atxe	8281129
劳务费	atxj	525265
萎缩	atxp	11915294
孽缘	atxx	886696
攻读	atyf	4488094
功利主义	atyy	501435
菩萨	auab	6295247
获益匪浅	auai	494484
蒹葭	auan	1122023
蒺藜	auat	452781
医疗卫生	aubt	7506635
医疗队	aubw	475618
鞍前马后	aucr	437887
卧病在床	audo	183694
茁壮成长	audt	1419905
邪门歪道	audu	223411
花前月下	aueg	877760
蓬头垢面	aufd	1161741
黄道吉日	aufj	764564
藏头露尾	aufn	36838
获奖者	auft	2889458
东半球	augg	171778
苦差事	augk	669242
东北亚	augo	2253976
颐养天年	augt	147948
营养素	augx	4180282
东北虎	auhw	1241176
薪水	auii	13106823
共产党员	auik	11617411
共产党	auip	25915764
革新派	auir	131068
共产党人	auiw	1956094
营养液	auiy	553068
东北师范大学	auji	1171670
荒郊野外	aujq	181708
蒴果	aujs	233341
营养品	aukk	1648282
东道国	aulg	474625
翘首以待	aunt	456752
英姿焕发	auon	140997
薏米	auoy	402141
蒋家	aupg	1042588
莫逆之交	aupu	347529
东北角	auqe	945280
巧立名目	auqh	501435
薪金	auqq	4617176
菩提	aurj	8152047
茭白	aurr	547110
薪酬	ausg	10227294
苏门答腊	aute	404127
工资制	autg	480583
英姿飒爽	auud	662291
东北部	auuk	2532000
薪资	auuq	6325035
英美新批评	auuy	717
薪俸	auwd	227383
匹兹堡	auwk	432922
东北风	auwr	1092235
花拳绣腿	auxe	544131
医疗费	auxj	3316423
劳资纠纷	auxx	389232
东道主	auyg	1886588
共产主义社会	auyw	715910
共产主义	auyy	4805835
勤杂工	avaa	469661
切菜	avae	1072376
切莫	avaj	2263905
萧萧	avav	3981694
切切	avav	2988752
切花	avaw	1221317
若即若离	avay	1380188
切除	avbw	12213176
切面	avdl	1082305
切成	avdn	4547670
萧邦	avdt	1390117
切磋	avdu	6732141
切碎	avdy	1608564
萧县	aveg	614630
花好月圆	avel	2303623
切腹	avet	1141882
切去	avfc	358451
萧墙	avff	202560
切块	avfn	1131952
萧索	avfp	692080
蒙娜丽莎	avga	2591576
切开	avga	2373129
萧瑟	avgg	1836941
切下	avgh	640447
切点	avhk	324691
切齿	avhw	847971
切盼	avhw	73874
切削	avie	7635717
切法	avif	227383
切题	avjg	518315
切中	avkh	893647
切口	avkk	3574588
萧山	avmm	6334964
切肉	avmw	372352
萧疏	avnh	166814
切忌	avnn	10227294
切断	avon	11021647
荨麻	avos	227383
切割	avpd	23929882
董建宇	avpg	1479
切实	avpu	32965647
萧然	avqd	1221317
切勿	avqr	8032894
切掉	avrh	722861
切近	avrp	319727
切换	avrq	70002352
切要	avsv	274051
切片	avth	5123576
切身	avtm	6732141
萧条	avts	5927858
切入	avty	6771858
鹊巢鸠占	avvh	40114
切合	avwg	3246917
萧何	avws	1102164
切分	avwv	586828
董建华	avwx	672221
切线	avxg	568955
切细	avxl	400155
切纸	avxq	1846870
切丝	avxx	638461
切记	avyn	6086729
切变	avyo	166814
花式	awaa	2780235
花茎	awac	378310
芥菜	awae	1052517
花蕾	awaf	2095105
蓓蕾	awaf	1032658
花巧	awag	136032
花落	awai	10922352
苍茫	awai	5312235
雅俗共赏	awai	1092235
花草	awaj	11418823
花萼	awak	374338
花苗	awal	842014
蒲公英	awam	7377552
荏苒	awam	716903
花蕊	awan	1539058
苁蓉	awap	188658
恭敬	awaq	10028705
花匠	awar	529237
巫医	awat	118160
花花	awaw	27206588
荷花	awaw	6662635
花茶	awaw	5173223
葵花	awaw	4249788
茶花	awaw	2383058
勤俭节约	awax	864851
荟萃	away	16582117
芬芳	away	7000235
芥蒂	away	715910
巷子	awbb	3415717
共聚	awbc	1886588
巷陌	awbd	337600
苍耳	awbg	472640
花了	awbn	25915764
工作队	awbw	690094
工人阶级	awbx	1787294
苍劲	awca	803289
共通	awce	40710588
荷马	awcg	663284
工作台	awck	2621364
茶碱	awdd	450795
共有	awde	500442352
花砖	awdf	652362
蒋介石	awdg	3872470
共存	awdh	6473976
工作面	awdl	835063
茶碗	awdp	2323482
欧佩克	awdq	1548988
花厅	awds	310790
茶肆	awdv	171778
花期	awdw	2124894
恐龙	awdx	12312470
苍龙	awdx	1380188
巩膜	awea	703002
工作服	aweb	3276705
花肥	awec	190644
恭贺	awek	2671011
花边	awep	9780470
花腔	awep	390225
戍边	awep	315755
共用	awet	19958117
花脸	awew	422992
花卉	awfa	29887529
荷载	awfa	1092235
花去	awfc	3217129
花城	awfd	4170352
共需	awfd	565976
花坛	awff	1588705
苏伊士	awfg	417035
共赴	awfh	983011
共进	awfj	3991623
恭喜	awfk	30979764
